dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Izba Przyjęć,0,0,0,0,0,0
1,Chirurgia,5,1,0,2,60.0,1.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Interna,0,0,0,0,0.0,0.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Ortopedia,0,0,0,0,0.0,0.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Neurologia,2,0,0,1,8.33,0.5
1,Izba Przyjęć,0,0,0,0,0,0
1,Kardiologia,1,1,0,0,7.69,1.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Pediatria,2,0,0,2,28.57,0.5
1,Izba Przyjęć,0,0,0,0,0,0
1,Onkologia,1,0,0,0,0.0,0.33
2,Izba Przyjęć,0,0,0,0,0,0
2,Chirurgia,1,0,0,1,40.0,1.2
2,Izba Przyjęć,0,0,0,0,0,0
2,Interna,1,0,0,1,50.0,0.5
2,Izba Przyjęć,0,0,0,0,0,0
2,Ortopedia,1,0,0,0,40.0,0.2
2,Izba Przyjęć,0,0,0,0,0,0
2,Neurologia,4,1,2,3,16.67,1.75
2,Izba Przyjęć,0,0,0,0,0,0
2,Kardiologia,4,1,1,3,15.38,2.5
2,Izba Przyjęć,0,0,0,0,0,0
2,Pediatria,4,0,0,2,71.43,2.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Onkologia,1,0,0,1,40.0,0.67
