dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Izba Przyjęć,0,0,0,0,0,0
1,Chirurgia,2,0,0,1,14.29,0.4
1,Izba Przyjęć,0,0,0,0,0,0
1,Interna,1,0,0,0,12.5,1.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Ortopedia,3,0,0,2,28.57,0.6
1,Izba Przyjęć,0,0,0,0,0,0
1,Neurologia,1,0,0,0,0.0,0.25
1,Izba Przyjęć,0,0,0,0,0,0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Pediatria,2,0,0,0,28.57,0.67
1,Izba Przyjęć,0,0,0,0,0,0
1,Onkologia,1,0,0,0,8.33,0.5
2,Izba Przyjęć,0,0,0,0,0,0
2,Chirurgia,2,0,0,1,14.29,0.8
2,Izba Przyjęć,0,0,0,0,0,0
2,Interna,1,0,0,1,12.5,2.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Ortopedia,2,0,1,2,42.86,1.2
2,Izba Przyjęć,0,0,0,0,0,0
2,Neurologia,5,0,2,2,27.27,1.5
2,Izba Przyjęć,0,0,0,0,0,0
2,Kardiologia,2,0,1,2,14.29,3.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Pediatria,2,0,0,2,28.57,2.33
2,Izba Przyjęć,0,0,0,0,0,0
2,Onkologia,2,0,0,1,16.67,1.5
3,Izba Przyjęć,0,0,0,0,0,0
3,Chirurgia,3,0,0,2,21.43,2.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Interna,1,0,0,1,12.5,3.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Ortopedia,5,0,3,5,42.86,1.8
3,Izba Przyjęć,0,0,0,0,0,0
3,Neurologia,2,0,1,2,9.09,2.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Kardiologia,2,0,1,1,14.29,5.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Pediatria,4,0,1,4,42.86,2.67
3,Izba Przyjęć,0,0,0,0,0,0
3,Onkologia,2,0,2,2,16.67,3.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Chirurgia,3,0,1,3,21.43,2.6
4,Izba Przyjęć,0,0,0,0,0,0
4,Interna,3,0,0,2,37.5,8.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Ortopedia,4,0,4,4,14.29,2.6
4,Izba Przyjęć,0,0,0,0,0,0
4,Neurologia,2,0,3,1,9.09,2.5
4,Izba Przyjęć,0,0,0,0,0,0
4,Kardiologia,1,0,1,1,14.29,7.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Pediatria,0,0,0,0,0.0,3.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Onkologia,5,0,0,4,41.67,5.5
