dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Chirurgia,0,0,0,0,0.0,0.0
1,Interna,1,0,0,1,9.09,0.33
1,Ortopedia,1,0,0,1,0.0,1.0
1,Neurologia,1,0,0,0,7.14,0.2
1,Kardiologia,2,0,2,1,0.0,0.67
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,2,0,0,2,20.0,0.67
2,Chirurgia,1,0,0,1,33.33,1.0
2,Interna,2,0,0,1,27.27,1.0
2,Ortopedia,3,0,3,3,16.67,4.0
2,Neurologia,0,0,0,0,0.0,0.2
2,Kardiologia,2,0,0,1,22.22,1.0
2,Pediatria,0,0,0,0,0.0,0.0
2,Onkologia,2,0,0,1,40.0,1.67
3,Chirurgia,2,0,0,2,100.0,2.5
3,Interna,0,0,0,0,9.09,1.0
3,Ortopedia,1,0,0,1,8.33,5.0
3,Neurologia,2,0,1,2,7.14,0.8
3,Kardiologia,1,0,0,1,11.11,1.33
3,Pediatria,0,0,0,0,0.0,0.0
3,Onkologia,2,0,2,2,20.0,2.33
4,Chirurgia,2,0,2,2,33.33,2.5
4,Interna,3,0,0,2,27.27,2.0
4,Ortopedia,5,0,2,4,33.33,10.0
4,Neurologia,1,0,2,1,0.0,0.8
4,Kardiologia,1,0,0,1,11.11,2.33
4,Pediatria,0,0,0,0,0.0,0.0
4,Onkologia,4,0,2,4,60.0,3.33
5,Chirurgia,0,0,0,0,0.0,2.5
5,Interna,3,0,0,2,27.27,3.0
5,Ortopedia,1,0,1,1,0.0,10.0
5,Neurologia,2,0,0,2,14.29,1.2
5,Kardiologia,2,0,2,2,11.11,2.67
5,Pediatria,1,0,0,1,20.0,0.6
5,Onkologia,1,0,1,1,0.0,3.33
6,Chirurgia,0,0,0,0,0.0,2.5
6,Interna,2,0,2,2,27.27,3.67
6,Ortopedia,1,0,0,1,8.33,11.0
6,Neurologia,1,0,0,1,7.14,1.4
6,Kardiologia,1,0,3,1,0.0,3.0
6,Pediatria,2,0,0,2,40.0,1.0
6,Onkologia,1,0,0,1,20.0,4.0
7,Chirurgia,3,0,0,3,100.0,5.5
7,Interna,1,0,0,1,18.18,4.0
7,Ortopedia,0,0,0,0,0.0,12.0
7,Neurologia,0,0,0,0,7.14,1.6
7,Kardiologia,4,0,1,4,33.33,4.0
7,Pediatria,3,0,0,3,60.0,1.4
7,Onkologia,3,0,0,2,80.0,5.0
8,Chirurgia,1,0,0,0,66.67,7.0
8,Interna,2,0,0,0,36.36,5.0
8,Ortopedia,0,0,0,0,16.67,12.0
8,Neurologia,0,0,0,0,7.14,1.6
8,Kardiologia,0,0,0,0,11.11,4.33
8,Pediatria,2,0,0,1,80.0,1.6
8,Onkologia,1,0,0,1,80.0,5.67
9,Chirurgia,1,0,0,0,100.0,7.5
9,Interna,3,2,0,0,45.45,6.33
9,Ortopedia,0,0,0,0,25.0,12.0
9,Neurologia,2,1,0,0,14.29,2.0
9,Kardiologia,0,0,0,0,22.22,4.67
9,Pediatria,2,1,0,0,60.0,2.4
9,Onkologia,0,0,0,0,60.0,6.33
