dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Chirurgia,0,0,0,0,12.5,0.25
1,Interna,0,0,0,0,20.0,0.5
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,9.09,2.0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,0,0,0,0,6.67,0.2
1,Chirurgia,0,0,0,0,12.5,0.25
1,Interna,0,0,0,0,20.0,0.5
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,9.09,2.0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,0,0,0,0,6.67,0.2
1,Chirurgia,0,0,0,0,12.5,0.25
1,Interna,0,0,0,0,20.0,0.5
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,9.09,2.0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,0,0,0,0,6.67,0.2
1,Chirurgia,0,0,0,0,12.5,0.25
1,Interna,0,0,0,0,20.0,0.5
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,9.09,2.0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,0,0,0,0,6.67,0.2
1,Chirurgia,0,0,0,0,12.5,0.25
1,Interna,0,0,0,0,20.0,0.5
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,9.09,2.0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,0,0,0,0,6.67,0.2
1,Chirurgia,0,0,0,0,12.5,0.25
1,Interna,0,0,0,0,20.0,0.5
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,9.09,2.0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,0,0,0,0,6.67,0.2
1,Chirurgia,0,0,0,0,12.5,0.25
1,Interna,0,0,0,0,20.0,0.5
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,9.09,2.0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,0,0,0,0,6.67,0.2
1,Chirurgia,0,0,0,0,12.5,0.25
1,Interna,0,0,0,0,20.0,0.5
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,9.09,2.0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,0,0,0,0,6.67,0.2
1,Chirurgia,0,0,0,0,12.5,0.25
1,Interna,0,0,0,0,20.0,0.5
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,9.09,2.0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,0,0,0,0,6.67,0.2
1,Chirurgia,0,0,0,0,12.5,0.25
1,Interna,0,0,0,0,20.0,0.5
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,9.09,2.0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,0,0,0,0,6.67,0.2
