dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Izba Przyjęć,0,0,0,0,0,0
1,Chirurgia,0,0,0,0,0.0,0.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Interna,2,0,0,0,25.0,2.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Ortopedia,1,0,0,0,11.11,0.33
1,Izba Przyjęć,0,0,0,0,0,0
1,Neurologia,3,0,0,0,16.67,3.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Kardiologia,2,0,0,0,25.0,1.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Pediatria,0,0,0,0,0.0,0.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Onkologia,2,0,0,0,0.0,2.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Chirurgia,3,0,1,0,100.0,1.8
2,Izba Przyjęć,0,0,0,0,0,0
2,Interna,2,0,1,1,25.0,3.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Ortopedia,2,0,0,0,22.22,1.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Neurologia,3,0,2,1,16.67,5.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Kardiologia,2,0,2,1,25.0,2.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Pediatria,3,0,2,0,20.0,0.6
2,Izba Przyjęć,0,0,0,0,0,0
2,Onkologia,6,0,5,4,38.46,8.0
