dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Izba Przyjęć,0,0,0,0,0,0
1,Chirurgia,2,0,0,1,7.69,2.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Interna,1,0,0,0,0.0,0.25
1,Izba Przyjęć,0,0,0,0,0,0
1,Ortopedia,3,0,0,3,7.69,1.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Neurologia,1,0,0,0,0.0,0.33
1,Izba Przyjęć,0,0,0,0,0,0
1,Kardiologia,1,0,1,1,0.0,0.33
1,Izba Przyjęć,0,0,0,0,0,0
1,Pediatria,0,0,0,0,0.0,0.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Onkologia,1,0,0,0,0.0,0.33
