dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Izba Przyjęć,0,0,0,0,0,0
1,Chirurgia,2,0,0,2,20.0,0.67
1,Izba Przyjęć,0,0,0,0,0,0
1,Interna,5,0,1,4,37.5,1.25
1,Izba Przyjęć,0,0,0,0,0,0
1,Ortopedia,5,1,0,4,21.43,2.5
1,Izba Przyjęć,0,0,0,0,0,0
1,Neurologia,4,11,1,4,27.27,1.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Kardiologia,4,1,0,2,18.18,0.8
1,Izba Przyjęć,0,0,0,0,0,0
1,Pediatria,2,0,0,2,10.0,0.5
1,Izba Przyjęć,0,0,0,0,0,0
1,Onkologia,2,0,0,2,20.0,0.5
2,Izba Przyjęć,0,0,0,0,0,0
2,Chirurgia,3,0,1,3,50.0,2.33
2,Izba Przyjęć,0,0,0,0,0,0
2,Interna,3,0,0,3,62.5,1.75
2,Izba Przyjęć,0,0,0,0,0,0
2,Ortopedia,5,0,0,4,64.29,5.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Neurologia,3,0,0,2,63.64,2.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Kardiologia,5,1,1,3,63.64,1.8
2,Izba Przyjęć,0,0,0,0,0,0
2,Pediatria,1,0,1,1,50.0,0.75
2,Izba Przyjęć,0,0,0,0,0,0
2,Onkologia,1,0,1,1,40.0,1.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Chirurgia,8,0,1,8,100.0,5.67
3,Izba Przyjęć,0,0,0,0,0,0
3,Interna,6,1,2,5,100.0,4.75
3,Izba Przyjęć,0,0,0,0,0,0
3,Ortopedia,6,1,1,4,71.43,8.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Neurologia,6,0,2,4,90.91,4.5
3,Izba Przyjęć,0,0,0,0,0,0
3,Kardiologia,6,0,1,5,100.0,4.2
3,Izba Przyjęć,0,0,0,0,0,0
3,Pediatria,4,0,1,3,90.0,1.75
3,Izba Przyjęć,0,0,0,0,0,0
3,Onkologia,4,0,0,3,90.0,2.0
