dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Chirurgia,1,0,0,0,7.14,1.0
1,Interna,3,0,0,0,18.18,0.6
1,Ortopedia,3,0,0,0,42.86,0.6
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,1,0,0,0,0.0,0.5
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,1,0,0,0,20.0,0.5
2,Chirurgia,1,0,0,0,7.14,4.0
2,Interna,3,0,0,0,9.09,1.2
2,Ortopedia,1,0,0,0,28.57,1.0
2,Neurologia,2,0,0,0,25.0,3.0
2,Kardiologia,3,0,0,0,14.29,1.5
2,Pediatria,1,0,0,0,8.33,0.5
2,Onkologia,3,0,0,0,40.0,2.0
3,Chirurgia,2,0,0,0,21.43,5.0
3,Interna,1,0,0,0,9.09,1.4
3,Ortopedia,1,0,0,0,28.57,1.4
3,Neurologia,2,0,0,0,25.0,5.0
3,Kardiologia,0,0,0,0,7.14,1.5
3,Pediatria,1,0,0,0,16.67,1.5
3,Onkologia,3,0,0,0,60.0,5.0
