dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Izba Przyjęć,0,0,0,0,0,0
1,Chirurgia,2,1,0,0,12.5,0.4
1,Izba Przyjęć,0,0,0,0,0,0
1,Interna,3,0,1,2,12.5,0.6
1,Izba Przyjęć,0,0,0,0,0,0
1,Ortopedia,1,0,0,1,7.14,0.5
1,Izba Przyjęć,0,0,0,0,0,0
1,Neurologia,2,0,0,2,7.69,1.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Kardiologia,2,0,1,1,0.0,0.4
1,Izba Przyjęć,0,0,0,0,0,0
1,Pediatria,0,0,0,0,0.0,0.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Onkologia,2,0,0,0,25.0,0.67
2,Izba Przyjęć,0,0,0,0,0,0
2,Chirurgia,1,0,1,1,12.5,0.8
2,Izba Przyjęć,0,0,0,0,0,0
2,Interna,1,0,0,1,25.0,0.8
2,Izba Przyjęć,0,0,0,0,0,0
2,Ortopedia,1,0,0,0,14.29,1.5
2,Izba Przyjęć,0,0,0,0,0,0
2,Neurologia,4,1,2,4,23.08,2.5
2,Izba Przyjęć,0,0,0,0,0,0
2,Kardiologia,1,1,0,0,0.0,0.8
2,Izba Przyjęć,0,0,0,0,0,0
2,Pediatria,2,0,0,1,28.57,0.6
2,Izba Przyjęć,0,0,0,0,0,0
2,Onkologia,4,0,2,4,100.0,1.67
3,Izba Przyjęć,0,0,0,0,0,0
3,Chirurgia,0,0,0,0,0.0,0.8
3,Izba Przyjęć,0,0,0,0,0,0
3,Interna,4,0,2,3,37.5,1.6
3,Izba Przyjęć,0,0,0,0,0,0
3,Ortopedia,4,1,0,3,28.57,3.5
3,Izba Przyjęć,0,0,0,0,0,0
3,Neurologia,0,0,0,0,23.08,2.5
3,Izba Przyjęć,0,0,0,0,0,0
3,Kardiologia,3,0,2,3,22.22,1.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Pediatria,3,0,1,2,28.57,1.2
3,Izba Przyjęć,0,0,0,0,0,0
3,Onkologia,0,0,0,0,50.0,2.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Chirurgia,4,0,1,4,37.5,1.4
4,Izba Przyjęć,0,0,0,0,0,0
4,Interna,2,0,2,2,12.5,1.8
4,Izba Przyjęć,0,0,0,0,0,0
4,Ortopedia,1,0,0,1,28.57,5.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Neurologia,3,0,0,2,30.77,4.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Kardiologia,2,0,0,2,22.22,1.4
4,Izba Przyjęć,0,0,0,0,0,0
4,Pediatria,2,0,0,1,28.57,1.6
4,Izba Przyjęć,0,0,0,0,0,0
4,Onkologia,2,0,0,2,100.0,2.67
