dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Chirurgia,0,0,0,0,0.0,0.0
1,Interna,1,0,0,0,0.0,0.2
1,Ortopedia,1,0,0,0,11.11,2.0
1,Neurologia,1,0,0,0,9.09,1.0
1,Kardiologia,1,0,0,0,0.0,0.5
1,Pediatria,0,0,0,0,20.0,2.0
1,Onkologia,0,0,0,0,20.0,0.2
2,Chirurgia,0,0,0,0,66.67,1.5
2,Interna,0,0,0,0,40.0,1.0
2,Ortopedia,0,0,0,0,0.0,3.0
2,Neurologia,0,0,0,0,9.09,2.0
2,Kardiologia,0,0,0,0,20.0,1.5
2,Pediatria,0,0,0,0,20.0,5.0
2,Onkologia,0,0,0,0,40.0,1.2
3,Chirurgia,0,0,0,0,66.67,2.5
3,Interna,0,0,0,0,100.0,2.2
3,Ortopedia,0,0,0,0,22.22,7.0
3,Neurologia,0,0,0,0,9.09,2.5
3,Kardiologia,0,0,0,0,20.0,2.5
3,Pediatria,0,0,0,0,40.0,8.0
3,Onkologia,0,0,0,0,20.0,1.4
4,Chirurgia,0,0,0,0,100.0,3.5
4,Interna,0,0,0,0,80.0,2.4
4,Ortopedia,0,0,0,0,33.33,9.0
4,Neurologia,0,0,0,0,27.27,3.5
4,Kardiologia,0,0,0,0,40.0,3.5
4,Pediatria,0,0,0,0,50.0,12.0
4,Onkologia,0,0,0,0,40.0,2.4
