dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Chirurgia,2,0,1,2,11.11,0.5
1,Interna,3,0,0,1,18.18,0.6
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,1,0,0,0,0.0,0.2
1,Kardiologia,2,0,0,0,10.0,0.5
1,Pediatria,2,0,1,1,0.0,1.0
1,Onkologia,1,0,0,1,6.67,1.0
2,Chirurgia,0,0,0,0,0.0,0.75
2,Interna,4,0,3,3,18.18,1.2
2,Ortopedia,3,0,2,3,12.5,0.75
2,Neurologia,1,0,1,1,0.0,0.2
2,Kardiologia,3,0,1,3,20.0,1.0
2,Pediatria,3,0,0,2,23.08,2.5
2,Onkologia,2,0,0,0,13.33,4.0
3,Chirurgia,5,0,4,3,11.11,1.75
3,Interna,4,0,4,3,9.09,2.0
3,Ortopedia,1,0,1,1,0.0,1.5
3,Neurologia,1,0,0,0,7.14,0.4
3,Kardiologia,2,0,0,2,20.0,2.75
3,Pediatria,1,0,4,1,0.0,2.5
3,Onkologia,0,0,0,0,0.0,7.0
4,Chirurgia,1,0,0,0,22.22,2.75
4,Interna,0,0,0,0,27.27,2.2
4,Ortopedia,2,0,0,1,50.0,2.5
4,Neurologia,2,0,0,1,14.29,1.0
4,Kardiologia,5,0,4,5,30.0,3.5
4,Pediatria,0,0,0,0,0.0,3.5
4,Onkologia,2,0,7,2,0.0,9.0
5,Chirurgia,3,0,0,2,66.67,3.5
5,Interna,4,0,0,1,54.55,3.2
5,Ortopedia,3,0,1,2,50.0,2.75
5,Neurologia,2,0,0,0,35.71,1.4
5,Kardiologia,3,1,1,3,40.0,3.75
5,Pediatria,4,0,0,1,30.77,6.0
5,Onkologia,3,0,1,2,20.0,11.0
6,Chirurgia,2,0,0,1,77.78,4.25
6,Interna,2,0,0,0,81.82,3.8
6,Ortopedia,2,0,0,0,87.5,3.5
6,Neurologia,3,1,1,0,35.71,2.2
6,Kardiologia,2,0,0,0,50.0,4.0
6,Pediatria,2,0,0,1,38.46,6.5
6,Onkologia,4,0,0,3,46.67,15.0
7,Chirurgia,4,0,0,1,100.0,5.5
7,Interna,2,0,0,0,63.64,4.2
7,Ortopedia,4,0,0,2,100.0,4.0
7,Neurologia,1,0,0,0,35.71,2.4
7,Kardiologia,1,0,0,0,50.0,5.0
7,Pediatria,4,0,1,0,38.46,8.5
7,Onkologia,0,0,0,0,20.0,15.0
