dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Izba Przyjęć,0,0,0,0,0,0
1,Chirurgia,2,0,0,0,7.14,1.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Interna,1,0,0,1,11.11,0.25
1,Izba Przyjęć,0,0,0,0,0,0
1,Ortopedia,1,0,0,1,8.33,0.5
1,Izba Przyjęć,0,0,0,0,0,0
1,Neurologia,1,0,0,1,25.0,0.2
1,Izba Przyjęć,0,0,0,0,0,0
1,Kardiologia,2,0,0,0,8.33,1.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Pediatria,3,0,0,2,28.57,0.6
1,Izba Przyjęć,0,0,0,0,0,0
1,Onkologia,2,0,1,2,8.33,0.4
2,Izba Przyjęć,0,0,0,0,0,0
2,Chirurgia,4,0,5,4,7.14,3.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Interna,1,0,0,1,22.22,1.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Ortopedia,3,0,0,3,25.0,3.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Neurologia,2,0,2,2,25.0,0.6
2,Izba Przyjęć,0,0,0,0,0,0
2,Kardiologia,1,0,0,1,8.33,1.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Pediatria,3,0,2,1,28.57,1.4
2,Izba Przyjęć,0,0,0,0,0,0
2,Onkologia,2,0,2,2,8.33,1.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Chirurgia,6,0,3,5,42.86,6.5
3,Izba Przyjęć,0,0,0,0,0,0
3,Interna,6,0,4,5,33.33,2.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Ortopedia,10,0,4,7,50.0,7.5
3,Izba Przyjęć,0,0,0,0,0,0
3,Neurologia,3,0,2,2,75.0,1.8
3,Izba Przyjęć,0,0,0,0,0,0
3,Kardiologia,4,0,4,4,25.0,4.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Pediatria,6,0,3,6,42.86,2.8
3,Izba Przyjęć,0,0,0,0,0,0
3,Onkologia,5,0,2,5,33.33,1.8
