dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Izba Przyjęć,0,0,0,0,0,0
1,Chirurgia,2,0,2,2,11.11,2.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Interna,3,0,0,1,16.67,0.6
1,Izba Przyjęć,0,0,0,0,0,0
1,Ortopedia,2,0,0,2,25.0,0.67
1,Izba Przyjęć,0,0,0,0,0,0
1,Neurologia,2,0,0,0,0.0,0.67
1,Izba Przyjęć,0,0,0,0,0,0
1,Kardiologia,4,0,0,2,60.0,4.0
1,Izba Przyjęć,0,0,0,0,0,0
1,Pediatria,1,0,0,1,0.0,0.25
1,Izba Przyjęć,0,0,0,0,0,0
1,Onkologia,0,0,0,0,0.0,0.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Chirurgia,1,0,0,1,22.22,4.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Interna,2,0,0,2,16.67,0.8
2,Izba Przyjęć,0,0,0,0,0,0
2,Ortopedia,1,0,0,1,12.5,1.67
2,Izba Przyjęć,0,0,0,0,0,0
2,Neurologia,3,1,1,3,25.0,1.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Kardiologia,3,0,2,3,80.0,7.0
2,Izba Przyjęć,0,0,0,0,0,0
2,Pediatria,2,0,0,2,22.22,1.25
2,Izba Przyjęć,0,0,0,0,0,0
2,Onkologia,0,0,0,0,0.0,2.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Chirurgia,1,1,0,1,11.11,5.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Interna,2,0,0,1,16.67,1.6
3,Izba Przyjęć,0,0,0,0,0,0
3,Ortopedia,2,1,1,1,12.5,2.33
3,Izba Przyjęć,0,0,0,0,0,0
3,Neurologia,2,0,0,1,50.0,2.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Kardiologia,1,0,0,1,40.0,8.0
3,Izba Przyjęć,0,0,0,0,0,0
3,Pediatria,4,0,0,3,44.44,1.75
3,Izba Przyjęć,0,0,0,0,0,0
3,Onkologia,4,0,0,2,26.67,5.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Chirurgia,2,0,2,2,22.22,7.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Interna,4,0,1,4,25.0,2.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Ortopedia,4,0,1,2,62.5,4.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Neurologia,2,0,3,2,100.0,4.33
4,Izba Przyjęć,0,0,0,0,0,0
4,Kardiologia,0,0,0,0,40.0,8.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Pediatria,2,0,1,1,22.22,2.0
4,Izba Przyjęć,0,0,0,0,0,0
4,Onkologia,3,0,0,2,33.33,9.0
