dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Chirurgia,0,0,0,0,11.11,1.0
1,Interna,0,0,0,0,14.29,0.5
1,Ortopedia,1,0,0,0,9.09,0.5
1,Neurologia,0,0,0,0,7.14,1.0
1,Kardiologia,0,0,0,0,12.5,0.25
1,Pediatria,1,0,0,0,18.18,0.6
1,Onkologia,0,0,0,0,9.09,1.0
2,Chirurgia,0,0,0,0,22.22,3.0
2,Interna,0,0,0,0,14.29,1.5
2,Ortopedia,0,0,0,0,27.27,1.5
2,Neurologia,0,0,0,0,0.0,1.0
2,Kardiologia,0,0,0,0,25.0,1.25
2,Pediatria,0,0,0,0,18.18,1.2
2,Onkologia,0,0,0,0,9.09,2.5
3,Chirurgia,0,0,0,0,44.44,5.0
3,Interna,0,0,0,0,14.29,3.0
3,Ortopedia,0,0,0,0,36.36,3.0
3,Neurologia,0,0,0,0,14.29,5.0
3,Kardiologia,0,0,0,0,37.5,2.0
3,Pediatria,0,0,0,0,9.09,1.2
3,Onkologia,0,0,0,0,9.09,4.0
