dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Chirurgia,0,0,0,0,28.57,0.4
1,Interna,0,0,0,0,0.0,0.0
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,0,0,0,0,14.29,0.5
1,Pediatria,0,0,0,0,66.67,0.75
1,Onkologia,0,0,0,0,0.0,2.0
1,Chirurgia,0,0,0,0,28.57,0.4
1,Interna,0,0,0,0,0.0,0.0
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,0,0,0,0,14.29,0.5
1,Pediatria,0,0,0,0,66.67,0.75
1,Onkologia,0,0,0,0,0.0,2.0
1,Chirurgia,0,0,0,0,28.57,0.4
1,Interna,0,0,0,0,0.0,0.0
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,0,0,0,0,14.29,0.5
1,Pediatria,0,0,0,0,66.67,0.75
1,Onkologia,0,0,0,0,0.0,2.0
1,Chirurgia,0,0,0,0,28.57,0.4
1,Interna,0,0,0,0,0.0,0.0
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,0,0,0,0,14.29,0.5
1,Pediatria,0,0,0,0,66.67,0.75
1,Onkologia,0,0,0,0,0.0,2.0
1,Chirurgia,0,0,0,0,28.57,0.4
1,Interna,0,0,0,0,0.0,0.0
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,0,0,0,0,14.29,0.5
1,Pediatria,0,0,0,0,66.67,0.75
1,Onkologia,0,0,0,0,0.0,2.0
1,Chirurgia,0,0,0,0,28.57,0.4
1,Interna,0,0,0,0,0.0,0.0
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,0,0,0,0,14.29,0.5
1,Pediatria,0,0,0,0,66.67,0.75
1,Onkologia,0,0,0,0,0.0,2.0
1,Chirurgia,0,0,0,0,28.57,0.4
1,Interna,0,0,0,0,0.0,0.0
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,0,0,0,0,14.29,0.5
1,Pediatria,0,0,0,0,66.67,0.75
1,Onkologia,0,0,0,0,0.0,2.0
1,Chirurgia,0,0,0,0,28.57,0.4
1,Interna,0,0,0,0,0.0,0.0
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,1,0,0,0,28.57,0.75
1,Pediatria,0,0,0,0,66.67,0.75
1,Onkologia,0,0,0,0,0.0,2.0
1,Chirurgia,0,0,0,0,28.57,0.4
1,Interna,0,0,0,0,0.0,0.0
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,1,0,0,0,28.57,0.75
1,Pediatria,0,0,0,0,66.67,0.75
1,Onkologia,0,0,0,0,0.0,2.0
1,Chirurgia,0,0,0,0,28.57,0.4
1,Interna,0,0,0,0,0.0,0.0
1,Ortopedia,0,0,0,0,0.0,0.0
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,1,0,0,0,28.57,0.75
1,Pediatria,0,0,0,0,66.67,0.75
1,Onkologia,0,0,0,0,0.0,2.0
