dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Chirurgia,0,0,0,0,7.69,0.5
1,Interna,1,0,0,0,0.0,0.75
1,Ortopedia,0,0,0,0,15.38,2.0
1,Neurologia,0,0,0,0,25.0,0.25
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,1,0,0,0,0.0,1.0
1,Onkologia,1,0,0,0,0.0,0.5
2,Chirurgia,0,0,0,0,7.69,1.0
2,Interna,0,0,0,0,66.67,1.25
2,Ortopedia,0,0,0,0,7.69,5.0
2,Neurologia,0,0,0,0,25.0,0.75
2,Kardiologia,0,0,0,0,25.0,2.5
2,Pediatria,0,0,0,0,7.14,3.0
2,Onkologia,0,0,0,0,10.0,2.0
