dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
1,Chirurgia,0,0,0,0,0.0,0.0
1,Interna,2,0,1,2,8.33,1.0
1,Ortopedia,1,0,0,1,7.14,0.5
1,Neurologia,0,0,0,0,0.0,0.0
1,Kardiologia,0,0,0,0,0.0,0.0
1,Pediatria,0,0,0,0,0.0,0.0
1,Onkologia,0,0,0,0,0.0,0.0
2,Chirurgia,0,0,0,0,0.0,0.33
2,Interna,1,0,0,1,8.33,1.5
2,Ortopedia,0,0,0,0,0.0,0.5
2,Neurologia,1,0,0,0,9.09,0.33
2,Kardiologia,1,0,0,1,7.69,0.25
2,Pediatria,2,0,0,2,15.38,0.6
2,Onkologia,0,0,0,0,0.0,0.0
3,Chirurgia,1,0,2,1,0.0,0.67
3,Interna,0,0,0,0,0.0,1.5
3,Ortopedia,1,0,0,0,7.14,1.0
3,Neurologia,1,0,1,1,0.0,0.67
3,Kardiologia,0,0,0,0,0.0,0.25
3,Pediatria,1,0,0,1,7.69,0.8
3,Onkologia,0,0,0,0,0.0,0.67
4,Chirurgia,1,0,2,1,0.0,0.67
4,Interna,2,0,1,1,8.33,2.5
4,Ortopedia,0,0,0,0,7.14,1.0
4,Neurologia,0,0,0,0,0.0,0.67
4,Kardiologia,1,0,0,0,7.69,0.5
4,Pediatria,1,0,0,1,7.69,0.8
4,Onkologia,3,0,1,3,18.18,1.0
